rownames;wage;lwage;sex;shs;hsg;scl;clg;ad;mw;so;we;ne;exp1;exp2;exp3;exp4;occ;occ2;ind;ind2
8803;16.92307692;2.828678189;0;0;0;0;1;0;1;0;0;0;3;0.09;0.027;0.0081;20;1;4870;9
8834;40.38461538;3.698448905;0;0;0;0;1;0;1;0;0;0;6;0.36;0.216;0.1296;1410;4;3080;6
8841;7.371794872;1.997661214;1;0;0;1;0;0;1;0;0;0;4.5;0.2025;0.091125;0.04100625;310;1;8680;20
8848;10.57692308;2.35867456;0;0;1;0;0;0;1;0;0;0;13;1.69;2.197;2.8561;6200;19;770;4
8850;16.34615385;2.793992631;0;0;0;1;0;0;1;0;0;0;40.5;16.4025;66.430125;269.0420063;5000;17;8570;19
8856;14.42307692;2.668829488;0;0;0;1;0;0;1;0;0;0;16.5;2.7225;4.492125;7.41200625;7200;20;8770;21
8880;13.66396761;2.614762267;0;0;1;0;0;0;1;0;0;0;11;1.21;1.331;1.4641;4760;16;5380;9
8893;24;3.17805383;0;0;0;1;0;0;1;0;0;0;29.5;8.7025;25.672375;75.73350625;530;2;7570;15
8912;12.01923077;2.486507931;0;0;1;0;0;0;1;0;0;0;5;0.25;0.125;0.0625;8930;21;1880;5
8920;55.28846154;4.012564235;0;0;0;0;1;0;1;0;0;0;14;1.96;2.744;3.8416;7330;20;1.00E+05;13
8921;19.23076923;2.95651156;1;0;0;0;1;0;1;0;0;0;10;1;1;1;3255;10;8190;18
8932;32.69230769;3.487139811;0;0;0;0;1;0;1;0;0;0;1;0.01;0.001;0.0001;2630;9;6870;12
8933;7.211538462;1.975682307;1;0;0;1;0;0;1;0;0;0;4;0.16;0.064;0.0256;2340;8;6870;12
8936;24.03846154;3.179655112;0;0;0;1;0;0;1;0;0;0;5;0.25;0.125;0.0625;4110;13;8680;20
8941;6;1.791759469;1;0;0;0;1;0;1;0;0;0;3;0.09;0.027;0.0081;5860;17;7490;14
8942;36.53846154;3.598365447;0;0;0;0;0;1;1;0;0;0;19;3.61;6.859;13.0321;430;1;9490;22
8965;14.42307692;2.668829488;1;0;0;1;0;0;1;0;0;0;9.5;0.9025;0.857375;0.81450625;3600;11;8270;18
8968;11.03365385;2.400950043;0;0;1;0;0;0;1;0;0;0;28;7.84;21.952;61.4656;8965;21;3770;6
8974;16.51518219;2.80428009;1;0;0;0;1;0;1;0;0;0;1;0.01;0.001;0.0001;5320;17;7870;17
8975;9.615384615;2.26336438;0;0;1;0;0;0;1;0;0;0;7;0.49;0.343;0.2401;4250;14;7770;16
8979;21.63461538;3.074294596;0;0;1;0;0;0;1;0;0;0;10;1;1;1;8030;21;2880;6
8997;24.72527473;3.207825989;0;0;0;1;0;0;1;0;0;0;19.5;3.8025;7.414875;14.45900625;7360;20;770;4
9002;9.615384615;2.26336438;0;0;1;0;0;0;1;0;0;0;18;3.24;5.832;10.4976;4250;14;7770;16
9010;21.63461538;3.074294596;0;0;1;0;0;0;1;0;0;0;7;0.49;0.343;0.2401;7210;20;8770;21
9011;24.03846154;3.179655112;1;0;0;0;0;1;1;0;0;0;1;0.01;0.001;0.0001;800;2;6880;12
9012;25;3.218875825;0;0;1;0;0;0;1;0;0;0;7;0.49;0.343;0.2401;8140;21;3570;6
9017;20.19230769;3.005301725;0;0;0;1;0;0;1;0;0;0;29.5;8.7025;25.672375;75.73350625;7340;20;8190;18
9031;57.69230769;4.055123849;0;0;0;0;1;0;1;0;0;0;7;0.49;0.343;0.2401;20;1;5680;9
9064;9.340659341;2.234376843;1;0;1;0;0;0;1;0;0;0;30;9;27;81;4610;15;8370;18
9082;16.48351648;2.802360881;0;0;0;1;0;0;1;0;0;0;9.5;0.9025;0.857375;0.81450625;4030;13;8680;20
9084;14.42307692;2.668829488;0;0;1;0;0;0;1;0;0;0;11;1.21;1.331;1.4641;8965;21;3980;6
9090;18.26923077;2.905218266;0;0;0;0;1;0;1;0;0;0;3;0.09;0.027;0.0081;1.00E+05;18;9170;21
9096;27.88461538;3.328075117;1;0;0;0;1;0;1;0;0;0;27;7.29;19.683;53.1441;800;2;9470;22
9110;14.42307692;2.668829488;0;0;0;1;0;0;1;0;0;0;33.5;11.2225;37.595375;125.9445063;4220;14;8190;18
9111;34.13461538;3.530311983;0;0;1;0;0;0;1;0;0;0;31;9.61;29.791;92.3521;6230;19;8190;18
9114;25;3.218875825;1;0;0;0;1;0;1;0;0;0;1;0.01;0.001;0.0001;735;2;7390;14
9121;36.05769231;3.58512022;1;0;0;0;1;0;1;0;0;0;2;0.04;0.008;0.0016;3255;10;8190;18
9123;22.59615385;3.117779708;0;0;0;1;0;0;1;0;0;0;5;0.25;0.125;0.0625;8140;21;3190;6
9141;11.53846154;2.445685937;0;0;1;0;0;0;1;0;0;0;8;0.64;0.512;0.4096;7750;21;2170;5
9147;24.03846154;3.179655112;1;0;1;0;0;0;1;0;0;0;16;2.56;4.096;6.5536;2010;6;8370;18
9152;15.18218623;2.720122782;1;0;0;1;0;0;1;0;0;0;11;1.21;1.331;1.4641;350;1;7970;18
9153;14.42307692;2.668829488;0;0;1;0;0;0;1;0;0;0;16;2.56;4.096;6.5536;8140;21;3570;6
9154;13.46153846;2.599836616;1;0;1;0;0;0;1;0;0;0;14;1.96;2.744;3.8416;4200;14;7690;16
9158;41.66666667;3.729701449;0;0;0;1;0;0;1;0;0;0;27;7.29;19.683;53.1441;8030;21;3570;6
9161;64.1025641;4.160484365;1;0;0;0;0;1;1;0;0;0;31;9.61;29.791;92.3521;3060;10;8190;18
9162;16.82692308;2.822980168;1;0;1;0;0;0;1;0;0;0;18;3.24;5.832;10.4976;5700;17;7270;14
9163;14.52991453;2.676209595;0;1;0;0;0;0;1;0;0;0;14;1.96;2.744;3.8416;7810;21;4470;8
9183;20.08547009;2.999996672;0;0;0;1;0;0;1;0;0;0;16;2.56;4.096;6.5536;8220;21;2880;6
9186;7.211538462;1.975682307;0;0;1;0;0;0;1;0;0;0;31;9.61;29.791;92.3521;4220;14;3580;6
9187;15.38461538;2.733368009;1;0;1;0;0;0;1;0;0;0;24;5.76;13.824;33.1776;7800;21;5390;9
9191;16.34615385;2.793992631;0;0;0;0;1;0;1;0;0;0;1;0.01;0.001;0.0001;4000;13;8680;20
9195;21.63461538;3.074294596;1;0;0;0;1;0;1;0;0;0;27;7.29;19.683;53.1441;3255;10;8190;18
9196;13.46153846;2.599836616;1;0;0;0;1;0;1;0;0;0;22;4.84;10.648;23.4256;2010;6;8190;18
9206;9.887;2.291220763;0;0;1;0;0;0;1;0;0;0;30;9;27;81;6440;19;770;4
9208;7.692307692;2.040220829;0;0;0;1;0;0;1;0;0;0;14;1.96;2.744;3.8416;9130;22;8680;20
9209;23.07692308;3.138833117;1;0;0;0;0;1;1;0;0;0;10;1;1;1;2310;8;7860;17
9210;29.80769231;3.394766491;1;0;1;0;0;0;1;0;0;0;22;4.84;10.648;23.4256;950;2;6970;12
9219;14.42307692;2.668829488;0;0;1;0;0;0;1;0;0;0;7;0.49;0.343;0.2401;4220;14;3570;6
9222;14.42307692;2.668829488;0;0;1;0;0;0;1;0;0;0;6;0.36;0.216;0.1296;8220;21;3570;6
9224;33.78378378;3.519980918;1;0;0;1;0;0;1;0;0;0;30.5;9.3025;28.372625;86.53650625;630;2;3570;6
9226;16.82692308;2.822980168;1;0;0;0;1;0;1;0;0;0;2;0.04;0.008;0.0016;3420;10;8190;18
9227;21.63461538;3.074294596;0;0;0;0;0;1;1;0;0;0;5;0.25;0.125;0.0625;3540;10;8190;18
9238;10.57692308;2.35867456;1;0;0;1;0;0;1;0;0;0;15.5;2.4025;3.723875;5.77200625;4700;16;5380;9
9260;12.91208791;2.55816392;0;0;0;1;0;0;1;0;0;0;5;0.25;0.125;0.0625;7210;20;8770;21
9262;9.134615385;2.212071085;0;0;1;0;0;0;1;0;0;0;5;0.25;0.125;0.0625;9360;22;5090;9
9267;14.42307692;2.668829488;1;0;0;1;0;0;1;0;0;0;21.5;4.6225;9.938375;21.36750625;5700;17;8190;18
9269;52.88461538;3.968112472;0;0;0;0;1;0;1;0;0;0;3;0.09;0.027;0.0081;6440;19;770;4
9275;26.44230769;3.274965292;0;0;0;1;0;0;1;0;0;0;6;0.36;0.216;0.1296;1360;4;7290;14
9276;10.25641026;2.327902901;0;0;0;0;1;0;1;0;0;0;4;0.16;0.064;0.0256;4700;16;5390;9
9284;25.64102564;3.244193633;0;0;0;0;1;0;1;0;0;0;5;0.25;0.125;0.0625;5000;17;7580;16
9285;15.81196581;2.760766983;1;0;0;0;1;0;1;0;0;0;1;0.01;0.001;0.0001;50;1;7470;14
9287;61.05769231;4.111819193;0;0;0;1;0;0;1;0;0;0;13.5;1.8225;2.460375;3.32150625;110;1;3190;6
9288;19.03846154;2.946461225;1;0;0;1;0;0;1;0;0;0;19;3.61;6.859;13.0321;530;2;7570;15
9289;16.45299145;2.800507312;1;0;0;0;0;1;1;0;0;0;13;1.69;2.197;2.8561;420;1;8290;18
9299;13.35470085;2.591868447;0;0;1;0;0;0;1;0;0;0;12;1.44;1.728;2.0736;3600;11;8190;18
9300;12.98076923;2.563468972;1;0;1;0;0;0;1;0;0;0;11;1.21;1.331;1.4641;5700;17;8190;18
9315;17.94871795;2.887518689;0;0;0;1;0;0;1;0;0;0;5.5;0.3025;0.166375;0.09150625;8740;21;4890;9
9317;34.18803419;3.531875705;0;0;0;0;1;0;1;0;0;0;22;4.84;10.648;23.4256;5240;17;7270;14
9318;12.01923077;2.486507931;0;0;0;0;1;0;1;0;0;0;6;0.36;0.216;0.1296;1010;3;6490;11
9319;12.01923077;2.486507931;0;0;0;0;1;0;1;0;0;0;5;0.25;0.125;0.0625;1010;3;6490;11
9320;16.34615385;2.793992631;1;0;1;0;0;0;1;0;0;0;5;0.25;0.125;0.0625;5120;17;8590;19
9325;10.81730769;2.381147415;0;0;0;0;1;0;1;0;0;0;14;1.96;2.744;3.8416;4700;16;5275;9
9338;48.07692308;3.872802292;1;0;0;0;1;0;1;0;0;0;15;2.25;3.375;5.0625;136;1;1370;5
9348;37.69230769;3.629456034;0;0;0;0;0;1;1;0;0;0;15;2.25;3.375;5.0625;230;1;7860;17
9350;12.11538462;2.494476101;1;0;0;1;0;0;1;0;0;0;33;10.89;35.937;118.5921;5400;17;8090;18
9354;14.01682692;2.640258531;0;0;0;1;0;0;1;0;0;0;10;1;1;1;4700;16;5390;9
9355;16.88555347;2.826458432;1;0;0;0;1;0;1;0;0;0;31;9.61;29.791;92.3521;4840;16;6290;10
9359;26.44230769;3.274965292;0;0;1;0;0;0;1;0;0;0;25;6.25;15.625;39.0625;7630;20;4680;9
9360;8.241758242;2.1092137;0;0;1;0;0;0;1;0;0;0;5;0.25;0.125;0.0625;5000;17;6870;12
9370;8.717948718;2.165383971;1;0;0;1;0;0;1;0;0;0;4.5;0.2025;0.091125;0.04100625;4610;15;8170;18
9373;13.46153846;2.599836616;0;0;1;0;0;0;1;0;0;0;38;14.44;54.872;208.5136;6260;19;770;4
9376;14.42307692;2.668829488;1;0;1;0;0;0;1;0;0;0;22;4.84;10.648;23.4256;5310;17;8190;18
9377;30.04807692;3.402798663;0;0;0;1;0;0;1;0;0;0;19.5;3.8025;7.414875;14.45900625;8965;21;2670;6
9378;43.26923077;3.767441777;0;0;0;0;0;1;1;0;0;0;3;0.09;0.027;0.0081;3540;10;8190;18
9381;14.42307692;2.668829488;1;0;0;1;0;0;1;0;0;0;9.5;0.9025;0.857375;0.81450625;3420;10;7980;18
9384;27.88461538;3.328075117;1;0;0;0;1;0;1;0;0;0;15;2.25;3.375;5.0625;1010;3;8190;18
9386;24.03846154;3.179655112;0;0;0;1;0;0;1;0;0;0;29.5;8.7025;25.672375;75.73350625;2900;9;6690;11
9396;24.51923077;3.199457739;0;0;0;1;0;0;1;0;0;0;28;7.84;21.952;61.4656;6320;19;770;4
9398;32.69230769;3.487139811;0;0;1;0;0;0;1;0;0;0;32;10.24;32.768;104.8576;8610;21;9370;22
9400;8.653846154;2.158003864;1;0;0;1;0;0;1;0;0;0;4.5;0.2025;0.091125;0.04100625;4010;13;8680;20
9402;65.38461538;4.180286992;0;0;0;0;0;1;1;0;0;0;22;4.84;10.648;23.4256;430;1;7490;14
9406;14.95726496;2.705197132;1;0;0;1;0;0;1;0;0;0;9;0.81;0.729;0.6561;4110;13;8680;20
9418;12.5;2.525728644;0;0;1;0;0;0;1;0;0;0;6;0.36;0.216;0.1296;6420;19;770;4
9419;13.84615385;2.628007493;0;0;0;1;0;0;1;0;0;0;10.5;1.1025;1.157625;1.21550625;9130;22;6170;10
9420;34.18803419;3.531875705;0;0;0;0;1;0;1;0;0;0;25;6.25;15.625;39.0625;4840;16;770;4
9423;28.84615385;3.361976669;0;0;0;0;0;1;1;0;0;0;11;1.21;1.331;1.4641;2025;6;9170;21
9425;11.05769231;2.403126322;1;0;0;1;0;0;1;0;0;0;3.5;0.1225;0.042875;0.01500625;3535;10;8090;18
9431;28.31196581;3.343284535;1;0;0;0;1;0;1;0;0;0;6;0.36;0.216;0.1296;3255;10;8190;18
9432;12.5;2.525728644;1;0;1;0;0;0;1;0;0;0;35;12.25;42.875;150.0625;5240;17;6380;10
9433;11.53846154;2.445685937;1;0;0;1;0;0;1;0;0;0;7.5;0.5625;0.421875;0.31640625;4740;16;2780;6
9436;11.29807692;2.424632527;0;0;1;0;0;0;1;0;0;0;9;0.81;0.729;0.6561;4020;13;8680;20
9439;19.23076923;2.95651156;0;0;0;1;0;0;1;0;0;0;38.5;14.8225;57.066625;219.7065063;9620;22;7860;17
9440;12.85714286;2.553899521;1;1;0;0;0;0;1;0;0;0;15;2.25;3.375;5.0625;8965;21;5380;9
9445;10.09615385;2.312154544;0;1;0;0;0;0;1;0;0;0;17.5;3.0625;5.359375;9.37890625;6260;19;770;4
9447;14.42307692;2.668829488;1;0;0;1;0;0;1;0;0;0;18.5;3.4225;6.331625;11.71350625;4110;13;8690;20
9456;26.4957265;3.276983456;0;0;1;0;0;0;1;0;0;0;10;1;1;1;9610;22;4670;9
9458;26.4957265;3.276983456;0;0;0;1;0;0;1;0;0;0;19.5;3.8025;7.414875;14.45900625;8130;21;2880;6
9467;24.03846154;3.179655112;0;0;1;0;0;0;1;0;0;0;7;0.49;0.343;0.2401;4850;16;4090;7
9469;25.30364372;3.230948406;0;0;1;0;0;0;1;0;0;0;25;6.25;15.625;39.0625;6355;19;770;4
9470;19.23076923;2.95651156;1;0;0;0;1;0;1;0;0;0;25;6.25;15.625;39.0625;4850;16;4380;8
9488;14.42307692;2.668829488;1;0;1;0;0;0;1;0;0;0;15;2.25;3.375;5.0625;4700;16;5390;9
9496;33.17307692;3.501738611;0;0;0;0;1;0;1;0;0;0;5;0.25;0.125;0.0625;1460;4;2980;6
9503;22.59615385;3.117779708;0;0;1;0;0;0;1;0;0;0;13;1.69;2.197;2.8561;6200;19;770;4
9504;14.03326403;2.641430514;1;0;1;0;0;0;1;0;0;0;7;0.49;0.343;0.2401;3640;11;7980;18
9505;34.00809717;3.526598648;0;0;0;1;0;0;1;0;0;0;4.5;0.2025;0.091125;0.04100625;1460;4;3570;6
9507;30.34188034;3.412528948;1;0;0;0;1;0;1;0;0;0;13;1.69;2.197;2.8561;9050;22;6070;10
9514;16.34615385;2.793992631;1;0;0;0;1;0;1;0;0;0;4;0.16;0.064;0.0256;5360;17;9590;22
9517;14.63942308;2.6837181;1;0;0;0;1;0;1;0;0;0;9;0.81;0.729;0.6561;2010;6;8370;18
9526;24.28342491;3.189794015;0;0;0;0;1;0;1;0;0;0;22;4.84;10.648;23.4256;2910;9;4290;7
9529;22.11538462;3.096273503;1;0;0;0;0;1;1;0;0;0;4;0.16;0.064;0.0256;630;2;6990;12
9530;33.65384615;3.516127348;0;0;0;0;1;0;1;0;0;0;8;0.64;0.512;0.4096;1030;3;7590;16
9536;26.44230769;3.274965292;0;0;0;0;1;0;1;0;0;0;1;0.01;0.001;0.0001;3510;10;8180;18
9545;11.92307692;2.478475759;0;0;0;1;0;0;1;0;0;0;4;0.16;0.064;0.0256;140;1;3570;6
9546;25;3.218875825;1;0;0;1;0;0;1;0;0;0;5.5;0.3025;0.166375;0.09150625;40;1;6880;12
9566;20.27972028;3.009621386;1;0;0;1;0;0;1;0;0;0;17.5;3.0625;5.359375;9.37890625;3600;11;8270;18
9579;36.05769231;3.58512022;1;0;0;0;0;1;1;0;0;0;2;0.04;0.008;0.0016;4700;16;5275;9
9581;7.211538462;1.975682307;0;0;0;1;0;0;1;0;0;0;3.5;0.1225;0.042875;0.01500625;9620;22;3190;6
9601;6.730769231;1.906689436;1;0;1;0;0;0;1;0;0;0;10;1;1;1;9360;22;8770;21
9602;11.05769231;2.403126322;0;0;0;1;0;0;1;0;0;0;9.5;0.9025;0.857375;0.81450625;7010;20;7380;14
9616;24.03846154;3.179655112;0;0;0;0;1;0;1;0;0;0;10;1;1;1;1300;4;7290;14
9622;23.07692308;3.138833117;0;0;0;1;0;0;1;0;0;0;16.5;2.7225;4.492125;7.41200625;8140;21;770;4
9636;15.38461538;2.733368009;0;0;0;1;0;0;1;0;0;0;4;0.16;0.064;0.0256;4220;14;8590;19
9637;24.80769231;3.211153779;1;0;0;0;1;0;1;0;0;0;1;0.01;0.001;0.0001;4850;16;3960;6
9638;18.75;2.931193752;0;0;0;1;0;0;1;0;0;0;7;0.49;0.343;0.2401;50;1;7180;13
9639;19.23076923;2.95651156;0;0;1;0;0;0;1;0;0;0;9;0.81;0.729;0.6561;7810;21;5380;9
9657;23.07692308;3.138833117;0;0;0;0;1;0;1;0;0;0;25;6.25;15.625;39.0625;4700;16;5275;9
9661;20.38461538;3.014780469;1;0;0;1;0;0;1;0;0;0;21;4.41;9.261;19.4481;4760;16;4670;9
9674;30.28846154;3.410766833;1;0;0;0;0;1;1;0;0;0;25;6.25;15.625;39.0625;3140;10;8190;18
9677;16.82692308;2.822980168;1;0;0;1;0;0;1;0;0;0;29;8.41;24.389;70.7281;3255;10;8190;18
9683;11.42857143;2.436116486;1;0;0;1;0;0;1;0;0;0;4;0.16;0.064;0.0256;4010;13;8680;20
9685;10.57692308;2.35867456;1;0;1;0;0;0;1;0;0;0;21;4.41;9.261;19.4481;3649;11;8180;18
9688;38.94230769;3.662081261;0;0;1;0;0;0;1;0;0;0;27;7.29;19.683;53.1441;7340;20;7860;17
9692;22.59615385;3.117779708;1;0;0;1;0;0;1;0;0;0;25.5;6.5025;16.581375;42.28250625;5240;17;9370;22
9698;9.615384615;2.26336438;1;0;1;0;0;0;1;0;0;0;24;5.76;13.824;33.1776;4610;15;8290;18
9705;16.82692308;2.822980168;0;0;1;0;0;0;1;0;0;0;36;12.96;46.656;167.9616;9620;22;7070;13
9707;16.34615385;2.793992631;0;0;1;0;0;0;1;0;0;0;39;15.21;59.319;231.3441;9600;22;3895;6
9718;12.82051282;2.551046452;0;0;1;0;0;0;1;0;0;0;14;1.96;2.744;3.8416;6200;19;770;4
9731;10.09615385;2.312154544;0;0;1;0;0;0;1;0;0;0;12;1.44;1.728;2.0736;3600;11;8270;18
9733;8.173557692;2.100904272;1;1;0;0;0;0;1;0;0;0;11.5;1.3225;1.520875;1.74900625;7750;21;3895;6
9734;111.5384615;4.714369478;1;0;0;0;0;1;1;0;0;0;24;5.76;13.824;33.1776;10;1;7380;14
9735;6.364285714;1.850702005;1;0;1;0;0;0;1;0;0;0;5;0.25;0.125;0.0625;4720;16;5380;9
9742;12.34824415;2.513513879;1;0;0;0;1;0;1;0;0;0;22;4.84;10.648;23.4256;7020;20;6680;11
9752;24.03846154;3.179655112;0;0;0;0;1;0;1;0;0;0;2;0.04;0.008;0.0016;2310;8;7860;17
9758;17.94871795;2.887518689;0;0;1;0;0;0;1;0;0;0;10;1;1;1;9130;22;9070;21
9759;11.42857143;2.436116486;0;0;1;0;0;0;1;0;0;0;8;0.64;0.512;0.4096;4020;13;8680;20
9770;9.615865385;2.263414379;0;1;0;0;0;0;1;0;0;0;9;0.81;0.729;0.6561;9130;22;490;2
9771;28.84615385;3.361976669;0;0;1;0;0;0;1;0;0;0;6;0.36;0.216;0.1296;7700;21;2370;5
9775;34.13461538;3.530311983;0;0;0;1;0;0;1;0;0;0;22;4.84;10.648;23.4256;7020;20;6680;11
9797;48.07692308;3.872802292;1;0;0;0;1;0;1;0;0;0;34;11.56;39.304;133.6336;5160;17;6870;12
9798;16.82692308;2.822980168;0;0;1;0;0;0;1;0;0;0;21;4.41;9.261;19.4481;9620;22;3570;6
9801;29.80769231;3.394766491;0;0;0;0;1;0;1;0;0;0;15;2.25;3.375;5.0625;430;1;1370;5
9813;20.97902098;3.043522937;0;0;0;1;0;0;1;0;0;0;3;0.09;0.027;0.0081;8140;21;2870;6
9814;57.69230769;4.055123849;1;0;0;1;0;0;1;0;0;0;13;1.69;2.197;2.8561;136;1;8190;18
9815;28.28054299;3.342174041;1;0;0;1;0;0;1;0;0;0;13;1.69;2.197;2.8561;136;1;9590;22
9816;16.70040486;2.815432962;1;0;1;0;0;0;1;0;0;0;39;15.21;59.319;231.3441;1.00E+05;18;1170;5
9823;8.012820513;2.081042823;0;0;0;1;0;0;1;0;0;0;20.5;4.2025;8.615125;17.66100625;8140;21;2770;6
9825;528.8456731;6.270696656;0;1;0;0;0;0;1;0;0;0;16;2.56;4.096;6.5536;4760;16;4690;9
9844;32.69230769;3.487139811;0;0;1;0;0;0;1;0;0;0;28;7.84;21.952;61.4656;7700;21;3570;6
9852;9.615384615;2.26336438;0;0;1;0;0;0;1;0;0;0;14;1.96;2.744;3.8416;4700;16;4880;9
9864;86.53846154;4.460588957;0;0;0;0;0;1;1;0;0;0;6;0.36;0.216;0.1296;1.00E+05;10;9470;22
9871;7.211538462;1.975682307;0;0;1;0;0;0;1;0;0;0;9;0.81;0.729;0.6561;7855;21;1180;5
9872;18.35664336;2.909991545;1;0;0;1;0;0;1;0;0;0;30;9;27;81;5700;17;8370;18
9902;8.653846154;2.158003864;0;0;0;1;0;0;1;0;0;0;3.5;0.1225;0.042875;0.01500625;5240;17;5380;9
9903;7.692307692;2.040220829;1;0;0;0;1;0;1;0;0;0;3;0.09;0.027;0.0081;5160;17;6870;12
9917;19.23076923;2.95651156;0;0;1;0;0;0;1;0;0;0;20;4;8;16;6220;19;770;4
9922;14;2.63905733;1;0;0;1;0;0;1;0;0;0;5;0.25;0.125;0.0625;5110;17;6170;10
9934;6.37254902;1.85199955;1;0;0;1;0;0;1;0;0;0;11;1.21;1.331;1.4641;4720;16;5090;9
9940;18.26923077;2.905218266;1;0;0;0;1;0;1;0;0;0;29;8.41;24.389;70.7281;2550;8;8090;18
9972;18.26923077;2.905218266;0;0;1;0;0;0;1;0;0;0;11;1.21;1.331;1.4641;5240;17;4070;7
9973;13;2.564949357;1;0;0;0;0;1;1;0;0;0;28;7.84;21.952;61.4656;3230;10;7860;17
9976;33.65384615;3.516127348;0;0;0;1;0;0;1;0;0;0;21.5;4.6225;9.938375;21.36750625;7750;21;3570;6
9979;32.05128205;3.467337184;0;0;0;1;0;0;1;0;0;0;13;1.69;2.197;2.8561;6520;19;3380;6
9980;15.38461538;2.733368009;1;0;1;0;0;0;1;0;0;0;13;1.69;2.197;2.8561;8255;21;1990;5
10001;23.5042735;3.157182256;1;0;0;0;1;0;1;0;0;0;2;0.04;0.008;0.0016;50;1;6690;11
10002;28.84615385;3.361976669;1;0;1;0;0;0;1;0;0;0;29;8.41;24.389;70.7281;1050;3;7380;14
10015;14.0224359;2.640658611;0;1;0;0;0;0;1;0;0;0;18;3.24;5.832;10.4976;3930;12;5380;9
10030;15.34188034;2.730586366;0;0;0;0;1;0;1;0;0;0;15;2.25;3.375;5.0625;5840;17;6990;12
10032;46.15384615;3.831980298;0;0;0;1;0;0;1;0;0;0;4;0.16;0.064;0.0256;3740;12;9470;22
10033;42.86858974;3.758139384;0;0;0;0;1;0;1;0;0;0;5;0.25;0.125;0.0625;3740;12;9470;22
10034;16.82692308;2.822980168;0;0;0;1;0;0;1;0;0;0;8;0.64;0.512;0.4096;1107;3;9490;22
10052;11.53846154;2.445685937;0;0;1;0;0;0;1;0;0;0;34;11.56;39.304;133.6336;4020;13;7860;17
10063;39.97975709;3.688373253;1;0;0;1;0;0;1;0;0;0;12;1.44;1.728;2.0736;1020;3;6990;12
10079;15.38461538;2.733368009;0;0;0;1;0;0;1;0;0;0;3.5;0.1225;0.042875;0.01500625;1050;3;7390;14
10080;19.23076923;2.95651156;0;0;0;1;0;0;1;0;0;0;11.5;1.3225;1.520875;1.74900625;6230;19;770;4
10084;64.18269231;4.161733584;0;0;0;0;1;0;1;0;0;0;6;0.36;0.216;0.1296;1200;3;6990;12
10085;18.48653846;2.917042816;1;0;0;0;1;0;1;0;0;0;4;0.16;0.064;0.0256;725;2;9190;21
10096;62.5;4.135166557;0;0;0;0;1;0;1;0;0;0;5;0.25;0.125;0.0625;1020;3;7380;14
10097;7.211538462;1.975682307;0;0;0;0;1;0;1;0;0;0;1;0.01;0.001;0.0001;4700;16;4870;9
10100;27.40384615;3.310683374;1;0;0;0;0;1;1;0;0;0;21;4.41;9.261;19.4481;2430;8;7870;17
10104;14.90384615;2.701619311;0;0;0;1;0;0;1;0;0;0;21;4.41;9.261;19.4481;5330;17;6870;12
10108;24.78632479;3.210292081;1;0;0;0;1;0;1;0;0;0;9;0.81;0.729;0.6561;3255;10;8270;18
10110;19.23076923;2.95651156;0;0;0;1;0;0;1;0;0;0;15.5;2.4025;3.723875;5.77200625;310;1;8680;20
10114;11.53846154;2.445685937;1;0;0;0;0;1;1;0;0;0;0;0;0;0;2016;6;8380;18
10115;29.91452991;3.398344313;0;0;1;0;0;0;1;0;0;0;7;0.49;0.343;0.2401;20;1;8680;20
10118;38.93058161;3.661780101;0;0;0;0;1;0;1;0;0;0;7;0.49;0.343;0.2401;1020;3;3390;6
10120;24.51923077;3.199457739;0;0;0;1;0;0;1;0;0;0;41;16.81;68.921;282.5761;1550;4;7290;14
10131;27.30769231;3.307168432;0;0;0;0;1;0;1;0;0;0;14;1.96;2.744;3.8416;2630;9;7370;14
10136;26.96078431;3.294383377;1;0;0;0;1;0;1;0;0;0;3;0.09;0.027;0.0081;50;1;7670;16
10139;15.38461538;2.733368009;0;0;0;1;0;0;1;0;0;0;22.5;5.0625;11.390625;25.62890625;1105;3;7380;14
10142;38.46153846;3.649658741;1;0;0;0;1;0;1;0;0;0;6;0.36;0.216;0.1296;110;1;7380;14
10143;24.03846154;3.179655112;0;0;0;0;1;0;1;0;0;0;21;4.41;9.261;19.4481;1050;3;6680;11
10172;9.615384615;2.26336438;0;0;1;0;0;0;1;0;0;0;22;4.84;10.648;23.4256;7200;20;8770;21
10179;7.371794872;1.997661214;0;0;0;0;1;0;1;0;0;0;7;0.49;0.343;0.2401;2010;6;8370;18
10188;12.5;2.525728644;0;0;0;1;0;0;1;0;0;0;20.5;4.2025;8.615125;17.66100625;9640;22;2190;5
10193;24.03846154;3.179655112;0;0;0;0;1;0;1;0;0;0;2;0.04;0.008;0.0016;7340;20;1170;5
10195;24.03846154;3.179655112;1;0;0;0;1;0;1;0;0;0;34;11.56;39.304;133.6336;2340;8;7890;17
10197;41.53846154;3.726619782;0;0;0;0;1;0;1;0;0;0;17;2.89;4.913;8.3521;50;1;3070;6
10200;22.89377289;3.130864948;1;0;0;1;0;0;1;0;0;0;28.5;8.1225;23.149125;65.97500625;310;1;8680;20
10201;22.64957265;3.120140984;1;0;0;0;0;1;1;0;0;0;24;5.76;13.824;33.1776;340;1;8290;18
10208;24.43910256;3.196184414;0;0;1;0;0;0;1;0;0;0;32;10.24;32.768;104.8576;3800;12;9470;22
10210;8.653846154;2.158003864;1;0;1;0;0;0;1;0;0;0;39;15.21;59.319;231.3441;4230;14;8660;20
